lat,lng
34.129156995834606,-118.33640918218002
34.12871901288503,-118.33632239228905
34.128641266528334,-118.33630673869366
34.128226618084994,-118.33618542332937
34.12792210933919,-118.33617368313281
34.12745562572905,-118.33630673869366
34.127278773359315,-118.33664724059315
34.12717113496653,-118.33683299836659
34.127075797989896,-118.33682185290016
34.12679901260981,-118.33640204033226
34.12661448851967,-118.33620513709245
34.12646686895755,-118.33621628255884
34.12646686895755,-118.33621628255884
34.126199307829424,-118.33628198759324
34.12597714159332,-118.3362354318895
34.12584452167411,-118.3362765104516
34.125705100509094,-118.3363750990007
34.12566656127989,-118.33638057614101
34.125549809992904,-118.33627651045028
34.12553054034751,-118.33619024546984
34.12553620789072,-118.3360779640667
34.1254647968184,-118.33593829695548
34.12534237769336,-118.33587120197457
34.125170083814716,-118.33585887840593
34.12484249776607,-118.33585750912519
34.124696273829684,-118.33570962630155
34.12465320005945,-118.3354658935129
34.12448543886292,-118.33528377856679
34.124180520701614,-118.33518245145083
34.123950268296795,-118.33624514686151
34.12278973122908,-118.33563304966329
34.12244647073402,-118.33573177501782
34.1221522463434,-118.33527763838691
34.121759945511606,-118.33543559895726
34.12126956697697,-118.33506044260997
34.12097604370632,-118.33517758258756
34.11975732631595,-118.33453873452918
34.11858458163004,-118.33362212650935
34.11804419382345,-118.33346935849539
34.11782573819813,-118.33255275041162
34.11802119852106,-118.33135838230251
34.117377327514994,-118.33003902218195
34.11784873355369,-118.3285807820487
34.118780040199056,-118.32826135801952
34.12086107106968,-118.32696977390151
34.121723361671954,-118.32720586992309
34.123206480938286,-118.32671978987868
34.12337893505187,-118.32734474994972
34.12309151145599,-118.3277613899878
34.12313749929699,-118.32827524603476
34.12266612274096,-118.32859467006396
34.1226431286954,-118.32926129412486
34.122493667246815,-118.32949739014644
34.12210276682451,-118.32952516614897
34.12157389867087,-118.33033067022257
34.12155090432827,-118.33063620625049
34.12178084747274,-118.33087230227206
34.12302252964757,-118.33049732623779
34.12412623182851,-118.3296084941566
34.12459760024438,-118.3290251981033
34.12503447594181,-118.3292057421198
34.12541386616338,-118.32898353409946
34.125770261487325,-118.32906686210708
34.12675896323047,-118.32788638199924
34.12703487797545,-118.32780305400614
34.12737977008646,-118.32820580604293
34.12741425922016,-118.32917796613177
34.12666699150618,-118.32988625419648
34.12654053016261,-118.33078897427896
34.12620713116832,-118.33124727832083
34.1263565860525,-118.3319416783843
34.12612665535201,-118.33213611040206
34.12528740298844,-118.33183057437414
34.124689574306146,-118.332649966449
34.12501148258343,-118.33335825451373
34.12543685949853,-118.33338603051627
34.12539087292463,-118.33413598242896
34.1255403292518,-118.33442763045562
34.12606917259564,-118.33434430244799
34.126205269000856,-118.3347440235181
34.12629197815179,-118.33503498483219
34.12694711108436,-118.3351979231681
34.12724577294238,-118.33486040804372
34.12881613890074,-118.33580312270144
34.12916881125096,-118.33631876655251
